name,name_for_emails,phone,website,address,street,city,postal_code,latitude,longitude,time_zone,working_hours,working_hours_csv_compatible,verified,owner_id,owner_title,owner_link,cid,kgmid
Petrol Star Station(Bago),Petrol Star Station Bago,+95 9 777 000370,,"Bago/Phayagyi, Phayagyi 08013",Bago/Phayagyi,Phayagyi,8013,17.446887000000000,96.5299160,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,True,-9.2233720368547758e+18,Petrol Star Station(Bago),https://www.google.com/maps/contrib/107212680285486525559,-9.2233720368547758e+18,/g/11v3s1jdc8
Farmer Fuel Station,Farmer Fuel Station,+95 9 777 005434,,"R7JG+MCG, Bago River Rd, Yangon","R7JG+MCG, Bago River Rd",Yangon,,16.8316820,96.2760810,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,Farmer Fuel Station,,6.1812644676617318e+18,/g/11fn09xn0d
Puma Power Gas Station,Puma Power Gas Station,+95 9 786 637684,,"FJ29+C28, Bago",FJ29+C28,Bago,,17.4510390,96.61757600000000,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,Puma Power Gas Station,,2.3044281713699471e+18,/g/11h22q4kwp
Max Energy (Bago),Max Energy Bago,+95 9 891 755020,http://www.maxenergy.com.mm/,"Yangon - Mandalay Hwy, Bago",Yangon - Mandalay Hwy,Bago,,17.342772000000000,96.49327500000000,Asia/Rangoon,"{""Monday"": [""5AM-9PM""], ""Tuesday"": [""5AM-9PM""], ""Wednesday"": [""5AM-9PM""], ""Thursday"": [""5AM-9PM""], ""Friday"": [""5AM-9PM""], ""Saturday"": [""5AM-9PM""], ""Sunday"": [""5AM-9PM""]}","Sunday,5AM,9PM|Monday,5AM,9PM|Tuesday,5AM,9PM|Wednesday,5AM,9PM|Thursday,5AM,9PM|Friday,5AM,9PM|Saturday,5AM,9PM",True,-9.2233720368547758e+18,Max Energy,https://www.google.com/maps/contrib/113038087923170407237,1.1262546588201467e+18,/g/11b76b9vmb
Max Energy ( Inntakaw ),Max Energy Inntakaw,+95 9 891 755019,http://www.maxenergy.com.mm/,"59PP+GPC, Yangon Manday, Old Highway, Bago","59PP+GPC, Yangon Manday, Old Highway",Bago,,17.186302999999999,96.3867620,Asia/Rangoon,"{""Monday"": [""6AM-8PM""], ""Tuesday"": [""6AM-8PM""], ""Wednesday"": [""6AM-8PM""], ""Thursday"": [""6AM-8PM""], ""Friday"": [""6AM-8PM""], ""Saturday"": [""6AM-8PM""], ""Sunday"": [""6AM-8PM""]}","Sunday,6AM,8PM|Monday,6AM,8PM|Tuesday,6AM,8PM|Wednesday,6AM,8PM|Thursday,6AM,8PM|Friday,6AM,8PM|Saturday,6AM,8PM",False,None,Max Energy,,-9.2233720368547758e+18,/g/11c6v9lt6_
SBP Oil (Paungdale Station),Sbp Oil Paungdale Station,+95 9 432 02470,http://www.sbpoil.com/,"R9XJ+92F, Paungdale",R9XJ+92F,Paungdale,,18.848431999999999,95.38005600000000,Asia/Rangoon,"{""Monday"": [""6AM-9PM""], ""Tuesday"": [""6AM-9PM""], ""Wednesday"": [""6AM-9PM""], ""Thursday"": [""6AM-9PM""], ""Friday"": [""6AM-9PM""], ""Saturday"": [""6AM-9PM""], ""Sunday"": [""6AM-9PM""]}","Sunday,6AM,9PM|Monday,6AM,9PM|Tuesday,6AM,9PM|Wednesday,6AM,9PM|Thursday,6AM,9PM|Friday,6AM,9PM|Saturday,6AM,9PM",False,None,SBP Oil,,5.50824981673907e+18,/g/11gysylvpb
PT Power Petrol Station(တာဂွ),Pt Power Petrol Station တာဂွ,+95 9 531 2399,http://www.ptpowertrading.com/,"R7HC+RCH, Pyay",R7HC+RCH,Pyay,,18.8295580,95.27111200000000,Asia/Rangoon,,,False,None,PT Power Petrol Station(တာဂွ),,2.7431861854964019e+18,/g/11fkphwtcs
BOC,Boc,+95 9 45477 7610,,"X48H+M8Q, 35th St, Mandalay","X48H+M8Q, 35th St",Mandalay,,21.9667110,96.1283540,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,BOC,,2.3117081879264e+18,/g/1hhvmxbcs
BOC,Boc,+95 9 45662 2955,,"W465+MXC, Mandalay",W465+MXC,Mandalay,,21.911700000000000,96.1098900,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,BOC,,9.116909922495746e+18,/g/11c2l1q7fz
360° Petro 35st,360° Petro 35St,+95 9 788 360360,https://m.facebook.com/360petro/,Mandalay,,Mandalay,,21.967348000000001,96.1089710,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,True,-9.2233720368547758e+18,360° Petro 35st,https://www.google.com/maps/contrib/113808439217926600203,-9.2233720368547758e+18,/g/11dymnwdty
FARMER Fuel Station (Tanpawaddy),Farmer Fuel Station Tanpawaddy,+95 9 201 4431,,"Mandalay - Shwebo Road Chan Mya Thazi Township Mandalay MM 05041, Mandalay - Shwebo Rd","Mandalay - Shwebo Road Chan Mya Thazi Township Mandalay MM 05041, Mandalay - Shwebo Rd",Mandalay,,21.9390340,96.07361600000000,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,True,-9.2233720368547758e+18,FARMER Fuel Station,https://www.google.com/maps/contrib/114077221111499044107,1.9481506077878848e+18,/g/11ghfhtnfy
BOC,Boc,+95 9 883 329922,http://www.bocbestoilcompany.com/,"၇၈လမ်း) နှင့် စစ်ကိုင်းလမ်းခွဲ, ရန်ကုန်-မန္တလေးလမ်း, Mandalay","၇၈လမ်း) နှင့် စစ်ကိုင်းလမ်းခွဲ, ရန်ကုန်-မန္တလေးလမ်း",Mandalay,,21.9463750,96.0872750,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,BOC,,-9.2233720368547758e+18,/g/11pdf2xbx9
Asia Energy (35),Asia Energy 35,+95 9 976 778359,http://www.asiaenergy.com.mm/,"35 (66 *67) Streets, 05022",35 (66 *67) Streets,Mandalay,5022,21.9680370,96.1044000,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,True,-9.2233720368547758e+18,Asia Energy,https://www.google.com/maps/contrib/101014872874722233991,8.407559006789225e+17,/g/11t426ttvh
Irrawaddy River Gas Station,Irrawaddy River Gas Station,+95 9 40843 5125,,"W3G4+F8W, Mandalay",W3G4+F8W,Mandalay,,21.926244000000001,96.0558240,Asia/Rangoon,,,False,None,Irrawaddy River Gas Station,,-9.2233720368547758e+18,/g/11g6yq7c11
San Taw Win Petrol Station,San Taw Win Petrol Station,+95 9 200 6272,,"W4VM+3HH, Mandalay - Lashio Rd, ဝက်ဝံ","W4VM+3HH, Mandalay - Lashio Rd",ဝက်ဝံ,,21.9426840,96.13397700000000,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,San Taw Win Petrol Station,,-9.2233720368547758e+18,/g/11dxf1ghv9
Mya Power,Mya Power,+95 9 794 490777,,"X494+793, Mandalay",X494+793,Mandalay,,21.968126999999999,96.1059250,Asia/Rangoon,"{""Monday"": [""6AM-9PM""], ""Tuesday"": [""6AM-9PM""], ""Wednesday"": [""6AM-9PM""], ""Thursday"": [""6AM-9PM""], ""Friday"": [""6AM-9PM""], ""Saturday"": [""6AM-9PM""], ""Sunday"": [""6AM-9PM""]}","Sunday,6AM,9PM|Monday,6AM,9PM|Tuesday,6AM,9PM|Wednesday,6AM,9PM|Thursday,6AM,9PM|Friday,6AM,9PM|Saturday,6AM,9PM",False,None,Mya Power,,-9.2233720368547758e+18,/g/11c45c7l4j
"DENKO, 74St_01 _ Tagundaing _ MDY",Denko 74St_01 _ Tagundaing _ Mdy,+95 9 940 549252,http://www.denkomyanmar.com/,"74th Street, Mandalay",74th Street,Mandalay,,21.9042920,96.09283200000000,Asia/Rangoon,"{""Monday"": [""4AM-9PM""], ""Tuesday"": [""4AM-9PM""], ""Wednesday"": [""4AM-9PM""], ""Thursday"": [""4AM-9PM""], ""Friday"": [""4AM-9PM""], ""Saturday"": [""4AM-9PM""], ""Sunday"": [""4AM-9PM""]}","Sunday,4AM,9PM|Monday,4AM,9PM|Tuesday,4AM,9PM|Wednesday,4AM,9PM|Thursday,4AM,9PM|Friday,4AM,9PM|Saturday,4AM,9PM",True,-9.2233720368547758e+18,"DENKO, 74St_01 _ Tagundaing _ MDY",https://www.google.com/maps/contrib/115573523728864669671,-9.2233720368547758e+18,/g/11h9xsbbm9
"DENKO, 78St_01 _ Khinsawmu _ MDY",Denko 78St_01 _ Khinsawmu _ Mdy,+95 9 940 549253,http://www.denkomyanmar.com/,"Tsp, 78th St, Mandalay","Tsp, 78th St",Mandalay,,21.958155000000001,96.08723600000000,Asia/Rangoon,"{""Monday"": [""4AM-9PM""], ""Tuesday"": [""4AM-9PM""], ""Wednesday"": [""4AM-9PM""], ""Thursday"": [""4AM-9PM""], ""Friday"": [""4AM-9PM""], ""Saturday"": [""4AM-9PM""], ""Sunday"": [""4AM-9PM""]}","Sunday,4AM,9PM|Monday,4AM,9PM|Tuesday,4AM,9PM|Wednesday,4AM,9PM|Thursday,4AM,9PM|Friday,4AM,9PM|Saturday,4AM,9PM",True,-9.2233720368547758e+18,"DENKO, 78St_01 _ Khinsawmu _ MDY",https://www.google.com/maps/contrib/109198605562064485818,3.7890262264667336e+18,/g/11bzsdjj44
Max Energy (Mandalay-4),Max Energy Mandalay 4,+95 9 891 755049,http://www.maxenergy.com.mm/,"V3JR+CMH, Mandalay",V3JR+CMH,Mandalay,,21.881055,96.09172400000000,Asia/Rangoon,"{""Monday"": [""6AM-8PM""], ""Tuesday"": [""6AM-8PM""], ""Wednesday"": [""6AM-8PM""], ""Thursday"": [""6AM-8PM""], ""Friday"": [""6AM-8PM""], ""Saturday"": [""6AM-8PM""], ""Sunday"": [""6AM-8PM""]}","Sunday,6AM,8PM|Monday,6AM,8PM|Tuesday,6AM,8PM|Wednesday,6AM,8PM|Thursday,6AM,8PM|Friday,6AM,8PM|Saturday,6AM,8PM",False,None,Max Energy,,6.3552259528214651e+18,/g/11rd5ftxbv
SBP Oil (MDY 26 Station),Sbp Oil Mdy 26 Station,+95 9 740 099950,https://www.sbpoil.com/,Mandalay,,Mandalay,,21.9814040,96.1188450,Asia/Rangoon,"{""Monday"": [""6AM-9PM""], ""Tuesday"": [""6AM-9PM""], ""Wednesday"": [""6AM-9PM""], ""Thursday"": [""6AM-9PM""], ""Friday"": [""6AM-9PM""], ""Saturday"": [""6AM-9PM""], ""Sunday"": [""6AM-9PM""]}","Sunday,6AM,9PM|Monday,6AM,9PM|Tuesday,6AM,9PM|Wednesday,6AM,9PM|Thursday,6AM,9PM|Friday,6AM,9PM|Saturday,6AM,9PM",True,-9.2233720368547758e+18,SBP Oil,https://www.google.com/maps/contrib/108484257373590040993,2.2430055004238172e+18,/g/11ghq443sn
"DENKO, NanOoLwin_01 _ 26St _ MDY",Denko Nanoolwin_01 _ 26St _ Mdy,+95 9 940 549297,http://www.denkomyanmar.com/,"26th St, Mandalay",26th St,Mandalay,,21.980789999999999,96.1292600,Asia/Rangoon,"{""Monday"": [""4AM-9PM""], ""Tuesday"": [""4AM-9PM""], ""Wednesday"": [""4AM-9PM""], ""Thursday"": [""4AM-9PM""], ""Friday"": [""4AM-9PM""], ""Saturday"": [""4AM-9PM""], ""Sunday"": [""4AM-9PM""]}","Sunday,4AM,9PM|Monday,4AM,9PM|Tuesday,4AM,9PM|Wednesday,4AM,9PM|Thursday,4AM,9PM|Friday,4AM,9PM|Saturday,4AM,9PM",True,-9.2233720368547758e+18,"DENKO, NanOoLwin_01 _ 26St _ MDY",https://www.google.com/maps/contrib/116445459563506331290,-9.2233720368547758e+18,/g/11j8vthtbk
MOONSUN (Mya Power),Moonsun Mya Power,+95 9 910 07266,,"X4FJ+X56, Mandalay",X4FJ+X56,Mandalay,,21.9749150,96.13038200000000,Asia/Rangoon,"{""Monday"": [""6AM-9PM""], ""Tuesday"": [""6AM-9PM""], ""Wednesday"": [""6AM-9PM""], ""Thursday"": [""6AM-9PM""], ""Friday"": [""6AM-9PM""], ""Saturday"": [""6AM-9PM""], ""Sunday"": [""6AM-9PM""]}","Sunday,6AM,9PM|Monday,6AM,9PM|Tuesday,6AM,9PM|Wednesday,6AM,9PM|Thursday,6AM,9PM|Friday,6AM,9PM|Saturday,6AM,9PM",False,None,MOONSUN,,-9.2233720368547758e+18,/g/11f54zn79g
GoldenKey,Goldenkey,+95 9 430 97330,,"Mandalay - Myitkyina Hwy, Mandalay",Mandalay - Myitkyina Hwy,Mandalay,,21.9588280,96.0891030,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,GoldenKey,,8.9100880902367703e+18,/g/11fg54d3ln
"DENKO, 62St_01 _ _ MDY",Denko 62St_01 _ _ Mdy,+95 9 940 549251,http://www.denkomyanmar.com/,"Mandalay, 101st St, 62nd St","101st St, 62nd St",Mandalay,,21.9509730,96.1110280,Asia/Rangoon,"{""Monday"": [""4AM-9PM""], ""Tuesday"": [""4AM-9PM""], ""Wednesday"": [""4AM-9PM""], ""Thursday"": [""4AM-9PM""], ""Friday"": [""4AM-9PM""], ""Saturday"": [""4AM-9PM""], ""Sunday"": [""4AM-9PM""]}","Sunday,4AM,9PM|Monday,4AM,9PM|Tuesday,4AM,9PM|Wednesday,4AM,9PM|Thursday,4AM,9PM|Friday,4AM,9PM|Saturday,4AM,9PM",True,-9.2233720368547758e+18,"DENKO, 62St_01 _ _ MDY",https://www.google.com/maps/contrib/116207129645062052084,1.1326893113045039e+18,/g/11f03lpzgq
HSD,Hsd,+95 9 792 222705,,"Corner of 59 street and Theikpan Road Mandalay MM 11101, Mandalay",Corner of 59 street and Theikpan Road Mandalay MM 11101,Mandalay,,21.9511050,96.116635,Asia/Rangoon,"{""Monday"": [""6AM-10PM""], ""Tuesday"": [""6AM-10PM""], ""Wednesday"": [""6AM-10PM""], ""Thursday"": [""6AM-10PM""], ""Friday"": [""6AM-10PM""], ""Saturday"": [""6AM-10PM""], ""Sunday"": [""6AM-10PM""]}","Sunday,6AM,10PM|Monday,6AM,10PM|Tuesday,6AM,10PM|Wednesday,6AM,10PM|Thursday,6AM,10PM|Friday,6AM,10PM|Saturday,6AM,10PM",True,-9.2233720368547758e+18,HSD,https://www.google.com/maps/contrib/108142981249889985333,2.7161171144134487e+18,/g/11cn06lbym
"DENKO, SwalTaw_01 _ CarGyiWon _ MDY",Denko Swaltaw_01 _ Cargyiwon _ Mdy,+95 9 940 549249,http://www.denkomyanmar.com/,"Yangon - Mandalay Rd, Mandalay",Yangon - Mandalay Rd,Mandalay,,21.872621,96.1082110,Asia/Rangoon,"{""Monday"": [""4AM-9PM""], ""Tuesday"": [""4AM-9PM""], ""Wednesday"": [""4AM-9PM""], ""Thursday"": [""4AM-9PM""], ""Friday"": [""4AM-9PM""], ""Saturday"": [""4AM-9PM""], ""Sunday"": [""4AM-9PM""]}","Sunday,4AM,9PM|Monday,4AM,9PM|Tuesday,4AM,9PM|Wednesday,4AM,9PM|Thursday,4AM,9PM|Friday,4AM,9PM|Saturday,4AM,9PM",True,-9.2233720368547758e+18,"DENKO, SwalTaw_01 _ CarGyiWon _ MDY",https://www.google.com/maps/contrib/107507166254853119832,-9.2233720368547758e+18,/g/11g6j6ztmd
"DENKO, 12St_01 _ _ MDY",Denko 12St_01 _ _ Mdy,+95 9 940 549366,https://www.denkomyanmar.com/,"12th St, Mandalay",12th St,Mandalay,,22.004252999999999,96.08139799999999,Asia/Rangoon,"{""Monday"": [""4AM-9PM""], ""Tuesday"": [""4AM-9PM""], ""Wednesday"": [""4AM-9PM""], ""Thursday"": [""4AM-9PM""], ""Friday"": [""4AM-9PM""], ""Saturday"": [""4AM-9PM""], ""Sunday"": [""4AM-9PM""]}","Sunday,4AM,9PM|Monday,4AM,9PM|Tuesday,4AM,9PM|Wednesday,4AM,9PM|Thursday,4AM,9PM|Friday,4AM,9PM|Saturday,4AM,9PM",True,-9.2233720368547758e+18,"DENKO, 12St_01 _ _ MDY",https://www.google.com/maps/contrib/102266108656537762515,2.3031257413003574e+18,/g/11yq9fbwsd
"DENKO, 19St_01 _ _ MDY",Denko 19St_01 _ _ Mdy,+95 9 940 549354,http://www.denkomyanmar.com/,"X4RH+9WH, Mandalay",X4RH+9WH,Mandalay,,21.991882000000000,96.1303070,Asia/Rangoon,"{""Monday"": [""4AM-9PM""], ""Tuesday"": [""4AM-9PM""], ""Wednesday"": [""4AM-9PM""], ""Thursday"": [""4AM-9PM""], ""Friday"": [""4AM-9PM""], ""Saturday"": [""4AM-9PM""], ""Sunday"": [""4AM-9PM""]}","Sunday,4AM,9PM|Monday,4AM,9PM|Tuesday,4AM,9PM|Wednesday,4AM,9PM|Thursday,4AM,9PM|Friday,4AM,9PM|Saturday,4AM,9PM",True,-9.2233720368547758e+18,"DENKO, 19St_01 _ _ MDY",https://www.google.com/maps/contrib/116072653728196435997,-9.2233720368547758e+18,/g/11t4m6fmv6
"DENKO, ShanKaLayKyun_01 _ _ MDY",Denko Shankalaykyun_01 _ _ Mdy,+95 9 40843 5125,https://www.denkomyanmar.com/,"Myo Patt Rd, Mandalay",Myo Patt Rd,Mandalay,,21.9262420,96.0556650,Asia/Rangoon,"{""Monday"": [""4AM-9PM""], ""Tuesday"": [""4AM-9PM""], ""Wednesday"": [""4AM-9PM""], ""Thursday"": [""4AM-9PM""], ""Friday"": [""4AM-9PM""], ""Saturday"": [""4AM-9PM""], ""Sunday"": [""4AM-9PM""]}","Sunday,4AM,9PM|Monday,4AM,9PM|Tuesday,4AM,9PM|Wednesday,4AM,9PM|Thursday,4AM,9PM|Friday,4AM,9PM|Saturday,4AM,9PM",True,-9.2233720368547758e+18,"DENKO, ShanKaLayKyun_01 _ _ MDY",https://www.google.com/maps/contrib/103747532216499389415,-9.2233720368547758e+18,/g/11ys2bw995
ဧရာ​ရွှေဝါ,ဧရာ​ရွှေဝါ,+95 2 60 802,,"X3FG+34R, Mandalay",X3FG+34R,Mandalay,,21.972733000000002,96.0752740,Asia/Rangoon,"{""Monday"": [""6AM-8PM""], ""Tuesday"": [""6AM-8PM""], ""Wednesday"": [""6AM-8PM""], ""Thursday"": [""6AM-8PM""], ""Friday"": [""6AM-8PM""], ""Saturday"": [""6AM-8PM""], ""Sunday"": [""6AM-8PM""]}","Sunday,6AM,8PM|Monday,6AM,8PM|Tuesday,6AM,8PM|Wednesday,6AM,8PM|Thursday,6AM,8PM|Friday,6AM,8PM|Saturday,6AM,8PM",False,None,ဧရာ​ရွှေဝါ,,-9.2233720368547758e+18,/g/11c5z_ntjp
​​အောင်​မေတ္တာ,​​အောင်​မေတ္တာ,+95 9 40002 8641,,"82 st, 38×39 sts, Mahar Aung Myae Tsp","82 st, 38×39 sts, Mahar Aung Myae Tsp",Mandalay,,21.9633570,96.0811460,Asia/Rangoon,,,False,None,​​အောင်​မေတ္တာ,,-9.2233720368547758e+18,/g/11h194g9w3
Lo Ta Ya,Lo Ta Ya,+95 9 201 4604,,"W4P9+Q26, 58th St, Mandalay","W4P9+Q26, 58th St",Mandalay,,21.936917000000001,96.1175010,Asia/Rangoon,"{""Monday"": [""8AM-9PM""], ""Tuesday"": [""8AM-9PM""], ""Wednesday"": [""8AM-9PM""], ""Thursday"": [""8AM-9PM""], ""Friday"": [""8AM-9PM""], ""Saturday"": [""8AM-9PM""], ""Sunday"": [""8AM-9PM""]}","Sunday,8AM,9PM|Monday,8AM,9PM|Tuesday,8AM,9PM|Wednesday,8AM,9PM|Thursday,8AM,9PM|Friday,8AM,9PM|Saturday,8AM,9PM",False,None,Lo Ta Ya,,5.3421181721075722e+18,/g/11g6rkt2gl
မိသားစု II,မိသားစု Ii,+95 9 780 560556,,"86street(Shwe Ta Chaung Canal Street),45street×46street Chanmyatharsi Tsp, Mandalay","86street(Shwe Ta Chaung Canal Street),45street×46street Chanmyatharsi Tsp",Mandalay,,21.9524080,96.07476699999999,Asia/Rangoon,,,False,None,မိသားစု II,,3.6565108691671547e+18,/g/11fkf4p2_x
SOGO Gas,Sogo Gas,+95 9 772 003563,,"82, 33 x 34th St, Mandalay","82, 33 x 34th St",Mandalay,,21.9718920,96.08033600000000,Asia/Rangoon,"{""Thursday"": [""8AM-6PM""]}","Thursday,8AM,6PM",True,-9.2233720368547758e+18,SOGO Gas,https://www.google.com/maps/contrib/118001662256997407885,3.5614287042535439e+18,/g/11sp7g8d5z
Max Energy (Mandalay-6),Max Energy Mandalay 6,+95 9 891 755192,http://www.maxenergy.com.mm/,"59th ×60th St, Manaw Hari St, Chan Mya Thar Si Tsp","59th ×60th St, Manaw Hari St, Chan Mya Thar Si Tsp",Mandalay,,21.9326640,96.1141950,Asia/Rangoon,"{""Thursday"": [""5AM-9PM""]}","Thursday,5AM,9PM",False,None,Max Energy,,-9.2233720368547758e+18,/g/11y4_y7bww
​လောကနတ်,​လောကနတ်,+95 9 787 503694,,"Corner of 41×81 streets, Mahar Aung Myay Tsp, Mandalay","Corner of 41×81 streets, Mahar Aung Myay Tsp",Mandalay,,21.9598190,96.0811630,Asia/Rangoon,,,False,None,​လောကနတ်,,3.0893255206591862e+18,/g/11h71k932q
BOC,Boc,+95 9 772 899998,https://bocbestoilcompany.com/,"Block Ma-2, U Paing (S Ya/4 Kha), Bet: 63x64 St, Theik Pan St, Mahar Myaing 2 Qr Mahar Aung Myay Tsp, Mandalay","Block Ma-2, U Paing (S Ya/4 Kha), Bet: 63x64 St, Theik Pan St, Mahar Myaing 2 Qr Mahar Aung Myay Tsp",Mandalay,,21.9517120,96.10928400000000,Asia/Rangoon,"{""Thursday"": [""9AM-5PM""]}","Thursday,9AM,5PM",True,-9.2233720368547758e+18,BOC,https://www.google.com/maps/contrib/116083739681081407775,1.9219486005967391e+18,/g/11g71dhj0l
TTL Petrol,Ttl Petrol,+95 9 251 900 880,,"66A Bet 102*103 street, Mandalay",66A Bet 102*103 street,Mandalay,,21.9470660,96.11565899999999,Asia/Rangoon,,,False,None,TTL Petrol,,-9.2233720368547758e+18,/g/11thd54sqw
နယူးပါဝါ,နယူးပါဝါ,+95 9 40265 5896,,"Mahar Aung Myae Tsp, Myoe Bhatt street, 40Ath street, Mandalay","Mahar Aung Myae Tsp, Myoe Bhatt street, 40Ath street",Mandalay,,21.9588280,96.0891030,Asia/Rangoon,,,False,None,နယူးပါဝါ,,-9.2233720368547758e+18,/g/11fl8m6jzj
Htake Tan Gas Station ( AungLan ),Htake Tan Gas Station Aunglan,+95 9 537 0644,,"X35Q+GJQ, Mandalay Road, အောင်လံ","X35Q+GJQ, Mandalay Road",အောင်လံ,,21.9588280,96.0891030,Asia/Rangoon,,,False,None,Htake Tan Gas Station,,2.0583240395706386e+18,/g/11rsf0th9m
​အောင်စည်​တော်,​အောင်စည်​တော်,+95 9 331 03219,,"87th St, Between 38th and 39th Sts, Mahar Aung Myay Township, Mandalay","87th St, Between 38th and 39th Sts, Mahar Aung Myay Township",Mandalay,,21.964566000000001,96.0698330,Asia/Rangoon,,,False,None,​အောင်စည်​တော်,,-9.2233720368547758e+18,/g/11h79_hn8n
ရွှေချမ်းသာငွေချမ်းသာ,ရွှေချမ်းသာငွေချမ်းသာ,+95 9 45888 8173,,"X355+6C6, Sein Yadanar St, Mandalay","X355+6C6, Sein Yadanar St",Mandalay,,21.958032,96.05844600000000,Asia/Rangoon,"{""Thursday"": [""6AM-10PM""]}","Thursday,6AM,10PM",False,None,ရွှေချမ်းသာငွေချမ်းသာ,,-9.2233720368547758e+18,/g/11vfb9nc7x
"DENKO, ShweKyin_01 _ _ MDY",Denko Shwekyin_01 _ _ Mdy,+95 9 940 549248,http://www.denkomyanmar.com/,Mandalay,,Mandalay,,22.021493,96.1068520,Asia/Rangoon,"{""Thursday"": [""4AM-9PM""]}","Thursday,4AM,9PM",True,-9.2233720368547758e+18,"DENKO, ShweKyin_01 _ _ MDY",https://www.google.com/maps/contrib/114034347558988954156,1.5815973933751063e+18,/g/11y3t_2zjw
"DENKO, YinTaw_01 _ Amarapura _ MDY",Denko Yintaw_01 _ Amarapura _ Mdy,+95 9 940 549223,http://www.denkomyanmar.com/,"Myo Patt Rd, Mandalay",Myo Patt Rd,Mandalay,,21.9159630,96.045113,Asia/Rangoon,"{""Thursday"": [""4AM-9PM""]}","Thursday,4AM,9PM",True,-9.2233720368547758e+18,"DENKO, YinTaw_01 _ Amarapura _ MDY",https://www.google.com/maps/contrib/101615333802502181657,-9.2233720368547758e+18,/g/11fjvvn84_
Kyal Kyit,Kyal Kyit,+95 9 787 878177,,"X35Q+GJQ Twin Nge Village, Mandalay",X35Q+GJQ Twin Nge Village,Mandalay,,21.9588280,96.0891030,Asia/Rangoon,,,False,None,Kyal Kyit,,5.9895315139744768e+18,/g/11kkvm3yrd
Khaing Myae Thar Fuel Station,Khaing Myae Thar Fuel Station,+95 9 976 300770,,"86th Street Bet: 8×9 str, Mandalay",86th Street Bet: 8×9 str,Mandalay,,22.010594000000001,96.0849670,Asia/Rangoon,"{""Thursday"": [""5:30AM-8:30PM""]}","Thursday,5:30AM,8:30PM",True,-9.2233720368547758e+18,Khaing Myae Thar Fuel Station,https://www.google.com/maps/contrib/105907091761024269408,6.7443024926870446e+18,/g/11qn1h4xpr
